Mechanism,Community_ID,Manuscript_label,Community_size,Library,Term,Overlap,P_value,Adjusted_P_value,Odds_Ratio,Combined_Score,Genes
RNA self-attention,1,C1,679,Reactome_2022,Metabolism Of Proteins R-HSA-392499,106/1890,1.472e-07,8.557e-05,1.818,28.608,RPL5;ERO1B;CSF1;DCAF8;SMC6;PARK7;TTF2;TOMM20;PIAS3;SLC30A6;RPS7;RPS8;RPL22;COG2;MOGS;YOD1;FBXO11;PDIA6;DHDDS;DPM3;PSME4;TARS2;PREB;STAMBP;AURKAIP1;COPA;MRPL19;CDCA8;UAP1;BCL10;UBE2J2;LTBP1;SPTA1;APH1A;DPH2;SOCS5;B3GALNT2;EDEM3;TRAPPC3;EIF2B4;EIF2B3;RAB4A;GFPT1;KLHL21;MRPL24;RPS27;UBE2T;GNB1;MDM4;B4GALT2;MCFD2;MRPS15;MRPS14;MIA3;MRPL37;MYSM1;CDC73;MRPL33;CAPZB;ADAMTSL4;MAN1A2;QSOX1;MRPL9;IKBKE;NDC1;CD52;EXOC8;PARP1;NUP133;SSR2;MRPS21;POMGNT1;LRRC41;DDOST;PIGC;PSMA5;RNF144A;PIGK;SEC22B;PIGF;DTL;RAB1A;HDAC1;RPL11;MTIF2;RNF2;PSMB4;GNG5;PSMB2;RBBP5;SVBP;IARS2;CHML;RPS27A;CCT7;CD55;CCT4;GALNT2;PEX13;WARS2;AGBL5;RAB10;AGBL4;EIF3I;RAB13;OTUD3
RNA self-attention,1,C1,679,Reactome_2022,"Cell Cycle, Mitotic R-HSA-69278",39/523,4.033e-06,1.424e-03,2.372,29.458,RAB1A;AHCTF1;HDAC1;CDCA8;LIN9;CENPA;CDC14A;PPP1CB;PSMB4;XPO1;PSMB2;RBBP4;ENSA;NUF2;RCC1;NEK2;RPS27A;LBR;NDC1;NUDC;CDK11A;CDKN2C;RRM2;NUP133;RCC2;NEK7;PPP2R5A;CDC7;VRK2;CDK11B;EML4;PSMA5;POLE4;RPS27;PSME4;KIF2C;LPIN1;BLZF1;ITGB3BP
RNA self-attention,1,C1,679,Reactome_2022,EML4 And NUDC In Mitotic Spindle Formation R-HSA-9648025,14/97,4.896e-06,1.424e-03,4.880,59.664,AHCTF1;NUDC;NUP133;RCC2;NEK7;CDCA8;PPP2R5A;CENPA;EML4;RPS27;XPO1;NUF2;KIF2C;ITGB3BP
RNA self-attention,1,C1,679,Reactome_2022,"Signaling By Rho GTPases, Miro GTPases And RHOBTB3 R-HSA-9716542",45/660,7.780e-06,1.810e-03,2.159,25.397,AHCTF1;KDM1A;ROCK2;KIF14;CDCA8;MTR;FNBP1L;CENPA;PPP1CB;CDC42;XPO1;CAPZB;YWHAQ;VPS72;NUF2;EFHD2;MFN2;CCT7;LBR;WASF2;ACTR2;PRPF38B;NUDC;RBM15;MTX1;NUP133;KIDINS220;TPM3;RCC2;ARHGAP29;PPP2R5A;MACO1;VRK2;ARPC5;KCTD3;CDC42BPA;LRRC41;DHDDS;RPS27;UBXN11;KIF2C;ARHGEF2;SOS1;RHOQ;ITGB3BP
RNA self-attention,1,C1,679,Reactome_2022,Major Pathway Of rRNA Processing In Nucleolus And Cytosol R-HSA-6791226,19/179,1.153e-05,2.006e-03,3.448,39.201,RPL5;UTP25;RPS7;UTP11;RPS8;PNO1;WDR3;RPL22;HEATR1;RPL11;ISG20L2;NOL9;WDR43;EBNA1BP2;RPS27;EXOSC10;C1D;MPHOSPH10;RPS27A
RNA self-attention,1,C1,679,Reactome_2022,Translation R-HSA-72766,25/281,1.207e-05,2.006e-03,2.847,32.239,RPL5;MRPS15;MRPS14;MRPL19;RPL11;MTIF2;MRPL37;MRPL33;IARS2;MRPL9;RPS27A;EIF2B4;EIF2B3;RPS7;RPS8;SSR2;RPL22;MRPS21;MRPL24;DDOST;WARS2;RPS27;EIF3I;TARS2;AURKAIP1
RNA self-attention,1,C1,679,Reactome_2022,rRNA Processing R-HSA-72312,20/199,1.543e-05,2.168e-03,3.245,35.958,RPL5;UTP25;NSUN4;RPS7;UTP11;PNO1;RPS8;WDR3;RPL22;HEATR1;RPL11;ISG20L2;NOL9;WDR43;EBNA1BP2;RPS27;EXOSC10;C1D;MPHOSPH10;RPS27A
RNA self-attention,1,C1,679,Reactome_2022,RHO GTPase Effectors R-HSA-195258,24/269,1.713e-05,2.168e-03,2.853,31.309,ACTR2;AHCTF1;NUDC;KDM1A;NUP133;ROCK2;RCC2;KIF14;CDCA8;PPP2R5A;ARPC5;CENPA;DHDDS;PPP1CB;CDC42;RPS27;XPO1;YWHAQ;VPS72;NUF2;KIF2C;WASF2;RHOQ;ITGB3BP
RNA self-attention,1,C1,679,Reactome_2022,PTEN Regulation R-HSA-6807070,16/139,2.045e-05,2.168e-03,3.767,40.671,JUN;KDM1A;HDAC1;RNF2;MTOR;PSMA5;MOV10;PSMB4;AGO3;PSMB2;RBBP4;PSME4;LAMTOR2;RPS27A;LAMTOR5;OTUD3
RNA self-attention,1,C1,679,Reactome_2022,Signaling By Rho GTPases R-HSA-194315,43/644,2.051e-05,2.168e-03,2.106,22.733,AHCTF1;KDM1A;ROCK2;KIF14;CDCA8;MTR;FNBP1L;CENPA;PPP1CB;CDC42;XPO1;CAPZB;YWHAQ;VPS72;NUF2;EFHD2;CCT7;LBR;WASF2;ACTR2;PRPF38B;NUDC;RBM15;MTX1;NUP133;KIDINS220;TPM3;RCC2;ARHGAP29;PPP2R5A;MACO1;VRK2;ARPC5;KCTD3;CDC42BPA;DHDDS;RPS27;UBXN11;KIF2C;ARHGEF2;SOS1;RHOQ;ITGB3BP
RNA self-attention,1,C1,679,Reactome_2022,rRNA Processing In Nucleus And Cytosol R-HSA-8868773,19/189,2.493e-05,2.416e-03,3.243,34.374,RPL5;UTP25;RPS7;UTP11;RPS8;PNO1;WDR3;RPL22;HEATR1;RPL11;ISG20L2;NOL9;WDR43;EBNA1BP2;RPS27;EXOSC10;C1D;MPHOSPH10;RPS27A
RNA self-attention,1,C1,679,Reactome_2022,Post-translational Protein Modification R-HSA-597592,75/1383,3.767e-05,3.370e-03,1.710,17.420,B4GALT2;MCFD2;CSF1;DCAF8;MIA3;SMC6;PARK7;TTF2;MYSM1;TOMM20;CDC73;CAPZB;ADAMTSL4;MAN1A2;QSOX1;IKBKE;NDC1;PIAS3;CD52;PARP1;NUP133;COG2;MOGS;YOD1;FBXO11;PDIA6;POMGNT1;LRRC41;DDOST;DHDDS;PIGC;PSMA5;RNF144A;DPM3;PSME4;PIGK;PREB;STAMBP;SEC22B;PIGF;DTL;RAB1A;COPA;HDAC1;CDCA8;UAP1;BCL10;UBE2J2;LTBP1;RNF2;SPTA1;PSMB4;PSMB2;RBBP5;SVBP;DPH2;CHML;RPS27A;CD55;SOCS5;B3GALNT2;EDEM3;TRAPPC3;RAB4A;GALNT2;GFPT1;KLHL21;PEX13;AGBL5;RAB10;AGBL4;UBE2T;RAB13;MDM4;OTUD3
RNA self-attention,1,C1,679,Reactome_2022,Mitotic Anaphase R-HSA-68882,21/232,4.594e-05,3.556e-03,2.890,28.871,NDC1;AHCTF1;NUDC;NUP133;RCC2;CDCA8;PPP2R5A;VRK2;CENPA;PSMA5;PSMB4;RPS27;XPO1;PSMB2;PSME4;NUF2;RCC1;KIF2C;RPS27A;LBR;ITGB3BP
RNA self-attention,1,C1,679,Reactome_2022,mRNA Splicing - Major Pathway R-HSA-72163,18/181,4.669e-05,3.556e-03,3.201,31.916,SF3B4;SF3A3;PRPF38A;RBM8A;CPSF3;SF3B6;PRCC;YBX1;GCFC2;SYF2;PRPF3;PCBP1;SNRPG;PPIE;SNRNP27;PPIH;SNRPE;BCAS2
RNA self-attention,1,C1,679,Reactome_2022,Mitotic Metaphase And Anaphase R-HSA-2555396,21/233,4.892e-05,3.556e-03,2.877,28.552,NDC1;AHCTF1;NUDC;NUP133;RCC2;CDCA8;PPP2R5A;VRK2;CENPA;PSMA5;PSMB4;RPS27;XPO1;PSMB2;PSME4;NUF2;RCC1;KIF2C;RPS27A;LBR;ITGB3BP
RNA self-attention,1,C1,679,Reactome_2022,Cell Cycle R-HSA-1640170,42/654,6.231e-05,4.263e-03,2.016,19.518,RAB1A;AHCTF1;HDAC1;CDCA8;LIN9;CENPA;CDC14A;PPP1CB;PSMB4;XPO1;PSMB2;RBBP4;YWHAQ;EXO1;ENSA;NUF2;RCC1;NEK2;RPS27A;LBR;NDC1;NUDC;CDK11A;CDKN2C;RRM2;NUP133;RCC2;NEK7;PPP2R5A;CDC7;VRK2;CDK11B;EML4;PSMA5;POLE4;RPS27;PSME4;MDM4;KIF2C;LPIN1;BLZF1;ITGB3BP
RNA self-attention,1,C1,679,Reactome_2022,Separation Of Sister Chromatids R-HSA-2467813,17/170,7.021e-05,4.389e-03,3.217,30.769,AHCTF1;NUDC;NUP133;RCC2;CDCA8;PPP2R5A;CENPA;PSMA5;PSMB4;RPS27;XPO1;PSMB2;PSME4;NUF2;KIF2C;RPS27A;ITGB3BP
RNA self-attention,1,C1,679,Reactome_2022,Unattached Kinetochores Signal Amplification Via A MAD2 Inhibitory Signal R-HSA-141444,12/93,7.170e-05,4.389e-03,4.273,40.781,AHCTF1;NUDC;XPO1;RPS27;NUP133;RCC2;NUF2;PPP2R5A;CDCA8;KIF2C;CENPA;ITGB3BP
RNA self-attention,1,C1,679,Reactome_2022,mRNA Splicing R-HSA-72172,18/189,8.216e-05,4.681e-03,3.050,28.687,SF3B4;SF3A3;PRPF38A;RBM8A;CPSF3;SF3B6;PRCC;YBX1;GCFC2;SYF2;PRPF3;PCBP1;SNRPG;PPIE;SNRNP27;PPIH;SNRPE;BCAS2
RNA self-attention,1,C1,679,Reactome_2022,Processing Of Capped Intron-Containing Pre-mRNA R-HSA-72203,21/242,8.453e-05,4.681e-03,2.758,25.868,NDC1;SF3B4;SF3A3;CHTOP;PRPF38A;RBM8A;NUP133;SF3B6;CPSF3;PRCC;YBX1;GCFC2;SYF2;PCBP1;PRPF3;SNRPG;PPIE;SNRNP27;PPIH;SNRPE;BCAS2
RNA self-attention,1,C1,679,Reactome_2022,M Phase R-HSA-68886,28/380,1.118e-04,5.910e-03,2.318,21.089,RAB1A;AHCTF1;CDCA8;CENPA;PSMB4;XPO1;PSMB2;ENSA;NUF2;RCC1;NEK2;RPS27A;LBR;NDC1;NUDC;NUP133;RCC2;NEK7;PPP2R5A;VRK2;EML4;PSMA5;RPS27;PSME4;KIF2C;LPIN1;BLZF1;ITGB3BP
RNA self-attention,1,C1,679,Reactome_2022,Cholesterol Biosynthesis R-HSA-191273,6/26,1.928e-04,9.748e-03,8.604,73.596,FDPS;ARV1;GGPS1;PMVK;DHCR24;LBR
RNA self-attention,1,C1,679,Reactome_2022,RHO GTPases Activate Formins R-HSA-5663220,13/119,2.038e-04,9.874e-03,3.538,30.071,AHCTF1;NUDC;NUP133;RCC2;CDCA8;PPP2R5A;CENPA;CDC42;RPS27;XPO1;NUF2;KIF2C;ITGB3BP
RNA self-attention,1,C1,679,Reactome_2022,MAPK6/MAPK4 Signaling R-HSA-5687128,11/90,2.319e-04,1.079e-02,4.011,33.568,PSMA5;CDC42;MOV10;PSMB4;JUN;XPO1;PSMB2;AGO3;PSME4;RPS27A;CDC14A
RNA self-attention,1,C1,679,Reactome_2022,Resolution Of Sister Chromatid Cohesion R-HSA-2500257,12/106,2.539e-04,1.136e-02,3.680,30.465,AHCTF1;NUDC;RPS27;XPO1;NUP133;RCC2;NUF2;CDCA8;PPP2R5A;KIF2C;CENPA;ITGB3BP
RNA self-attention,1,C1,679,Reactome_2022,Interconversion Of Nucleotide Di- And Triphosphates R-HSA-499943,6/28,2.977e-04,1.283e-02,7.821,63.499,RRM2;GUK1;AK2;CMPK1;AK4;CTPS1
RNA self-attention,1,C1,679,Reactome_2022,Mitotic Spindle Checkpoint R-HSA-69618,12/110,3.588e-04,1.435e-02,3.529,27.995,AHCTF1;NUDC;RPS27;XPO1;NUP133;RCC2;NUF2;CDCA8;PPP2R5A;KIF2C;CENPA;ITGB3BP
RNA self-attention,1,C1,679,Reactome_2022,Membrane Trafficking R-HSA-199991,37/599,3.592e-04,1.435e-02,1.924,15.258,DENND1B;RAB1A;NBAS;MCFD2;COPA;MIA3;FNBP1L;SPTA1;CAPZB;YWHAQ;MAN1A2;KIF1B;CHML;RPS27A;EPS15;CD55;TRAPPC3;ACTR2;RAB4A;EXOC8;SORT1;GALNT2;COG2;ARPC5;PUM1;RAB10;NECAP2;DNAJC6;RAB13;RAB3GAP2;PREB;KIF2C;VPS45;VAMP4;SEC22B;ACBD3;RHOQ
RNA self-attention,1,C1,679,Reactome_2022,Beta Oxidation Of octanoyl-CoA To hexanoyl-CoA R-HSA-77348,3/5,3.701e-04,1.435e-02,42.868,338.724,HADHB;HADHA;ACADM
RNA self-attention,1,C1,679,Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,21/271,4.021e-04,1.509e-02,2.435,19.036,AHCTF1;NUDC;NUP133;RCC2;CDCA8;PPP2R5A;CDC7;CENPA;PSMA5;PSMB4;RPS27;XPO1;PSMB2;YWHAQ;EXO1;PSME4;NUF2;KIF2C;MDM4;RPS27A;ITGB3BP
RNA self-attention,1,C1,679,Reactome_2022,Mitochondrial Translation Initiation R-HSA-5368286,10/82,4.500e-04,1.635e-02,3.996,30.796,MRPS15;MRPS14;MRPL19;MRPS21;MTIF2;MRPL37;MRPL9;AURKAIP1;MRPL24;MRPL33
RNA self-attention,1,C1,679,Reactome_2022,Vesicle-mediated Transport R-HSA-5653656,38/637,5.856e-04,2.064e-02,1.853,13.791,DENND1B;RAB1A;NBAS;MCFD2;COPA;MIA3;FNBP1L;SPTA1;CAPZB;YWHAQ;MAN1A2;KIF1B;CHML;RPS27A;EPS15;CD55;TRAPPC3;ACTR2;RAB4A;EXOC8;SORT1;GALNT2;COG2;ARPC5;PUM1;RAB10;NECAP2;DNAJC6;C1D;RAB13;RAB3GAP2;PREB;KIF2C;VPS45;VAMP4;SEC22B;ACBD3;RHOQ
RNA self-attention,1,C1,679,Reactome_2022,Asparagine N-linked Glycosylation R-HSA-446203,21/282,6.769e-04,2.315e-02,2.331,17.009,EDEM3;B4GALT2;TRAPPC3;RAB1A;COPA;MCFD2;GFPT1;COG2;MOGS;MIA3;UAP1;DDOST;DHDDS;SPTA1;DPM3;CAPZB;MAN1A2;PREB;RPS27A;SEC22B;CD55
RNA self-attention,1,C1,679,Reactome_2022,Beta Oxidation Of decanoyl-CoA To octanoyl-CoA-CoA R-HSA-77346,3/6,7.216e-04,2.331e-02,28.577,206.728,HADHB;HADHA;ACADM
RNA self-attention,1,C1,679,Reactome_2022,Mitochondrial Fatty Acid Beta-Oxidation Of Unsaturated Fatty Acids R-HSA-77288,3/6,7.216e-04,2.331e-02,28.577,206.728,HADHB;HADHA;ACADM
RNA self-attention,1,C1,679,Reactome_2022,Mitochondrial Translation R-HSA-5368287,10/88,7.917e-04,2.488e-02,3.688,26.335,MRPS15;MRPS14;MRPL19;MRPS21;MTIF2;MRPL37;MRPL9;AURKAIP1;MRPL24;MRPL33
RNA self-attention,1,C1,679,Reactome_2022,rRNA Modification In Nucleus And Cytosol R-HSA-6790901,8/60,9.119e-04,2.791e-02,4.418,30.926,UTP25;RPS7;UTP11;PNO1;WDR3;HEATR1;MPHOSPH10;WDR43
RNA self-attention,1,C1,679,Reactome_2022,SARS-CoV-2 Modulates Host Translation Machinery R-HSA-9754678,7/47,9.721e-04,2.899e-02,5.021,34.827,RPS27;RPS7;RPS8;SNRPG;GEMIN6;SNRPE;RPS27A
RNA self-attention,1,C1,679,Reactome_2022,Regulation Of PTEN Gene Transcription R-HSA-8943724,8/61,1.019e-03,2.963e-02,4.334,29.860,JUN;KDM1A;RBBP4;HDAC1;LAMTOR2;RNF2;MTOR;LAMTOR5
RNA self-attention,1,C1,679,Reactome_2022,DNA Damage Bypass R-HSA-73893,7/48,1.105e-03,3.135e-02,4.898,33.347,MAD2L2;POLE4;USP1;SPRTN;ISG15;RPS27A;DTL
RNA self-attention,1,C1,679,Reactome_2022,Mitochondrial Fatty Acid Beta-Oxidation R-HSA-77289,6/36,1.223e-03,3.385e-02,5.733,38.449,HADHB;ACBD6;HADHA;ACOT7;THEM4;ACADM
RNA self-attention,1,C1,679,Reactome_2022,Diseases Associated With Glycosylation Precursor Biosynthesis R-HSA-5609975,4/15,1.333e-03,3.605e-02,10.403,68.871,DPM3;GALE;GFPT1;DHDDS
RNA self-attention,1,C1,679,Reactome_2022,TP53 Regulates Metabolic Genes R-HSA-5628897,9/81,1.677e-03,4.340e-02,3.591,22.950,MOV10;YWHAQ;AGO3;PRDX1;SESN2;LAMTOR2;MTOR;COX20;LAMTOR5
RNA self-attention,1,C1,679,Reactome_2022,Cellular Responses To Stress R-HSA-2262752,40/722,1.718e-03,4.340e-02,1.711,10.892,RPL5;CRTC2;RPL11;MIA3;LIN9;RNF2;PSMB4;XPO1;PSMB2;RBBP4;CAPZB;PRDX1;SESN2;RPS6KA1;PHGDH;RPS27A;NDC1;ZBTB17;JUN;SZT2;CDKN2C;RPS7;NUP133;RPS8;NFYC;RPL22;GFPT1;PDIA6;MTOR;PSMA5;MOV10;RPS27;AGO3;PSME4;LAMTOR2;MDM4;PREB;ATF3;LAMTOR5;COX20
RNA self-attention,1,C1,679,Reactome_2022,Mitotic Prometaphase R-HSA-68877,15/186,1.754e-03,4.340e-02,2.530,16.054,AHCTF1;NUDC;NUP133;RCC2;NEK7;CDCA8;PPP2R5A;CENPA;EML4;RPS27;XPO1;NUF2;NEK2;KIF2C;ITGB3BP
RNA self-attention,1,C1,679,Reactome_2022,Metabolism Of Non-Coding RNA R-HSA-194441,7/52,1.787e-03,4.340e-02,4.462,28.233,NDC1;NUP133;SNRPG;GEMIN6;SNRPE;LIN9;WDR77
RNA self-attention,1,C1,679,Reactome_2022,Mitochondrial Translation Elongation R-HSA-5389840,9/82,1.828e-03,4.340e-02,3.542,22.329,MRPS15;MRPS14;MRPL19;MRPS21;MRPL37;MRPL9;AURKAIP1;MRPL24;MRPL33
RNA self-attention,1,C1,679,Reactome_2022,Mitochondrial Translation Termination R-HSA-5419276,9/82,1.828e-03,4.340e-02,3.542,22.329,MRPS15;MRPS14;MRPL19;MRPS21;MRPL37;MRPL9;AURKAIP1;MRPL24;MRPL33
RNA self-attention,1,C1,679,Reactome_2022,SARS-CoV Infections R-HSA-9679506,24/369,1.906e-03,4.434e-02,2.015,12.622,NDC1;KDM1A;RPS7;NUP133;RPS8;HDAC1;ROCK2;SDC3;MOGS;ARID4B;ISG15;DDOST;SIKE1;RPS27;YWHAQ;RBBP4;SNRPG;GEMIN6;SNRPE;VPS45;RPS27A;SOS1;IKBKE;JAK1
RNA self-attention,1,C1,679,Reactome_2022,Antiviral Mechanism By IFN-stimulated Genes R-HSA-1169410,9/83,1.990e-03,4.539e-02,3.494,21.729,NDC1;PPM1B;RNASEL;NUP133;EIF2AK2;ISG15;RPS27A;EIF4G3;JAK1
RNA self-attention,1,C1,679,Reactome_2022,PIP3 Activates AKT Signaling R-HSA-1257604,19/268,2.105e-03,4.709e-02,2.205,13.590,JUN;KDM1A;HDAC1;PPP2R5A;RNF2;MTOR;PSMA5;MOV10;PSMB4;AGO3;PSMB2;RBBP4;PSME4;THEM4;LAMTOR2;RPS27A;SOS1;LAMTOR5;OTUD3
RNA self-attention,1,C1,679,Reactome_2022,Cellular Response To Starvation R-HSA-9711097,13/153,2.193e-03,4.811e-02,2.674,16.374,RPL5;SZT2;RPS7;RPS8;RPL22;RPL11;MTOR;RPS27;SESN2;LAMTOR2;RPS27A;ATF3;LAMTOR5
RNA self-attention,1,C1,679,MSigDB_Hallmark_2020,heme Metabolism,23/200,3.445e-07,1.585e-05,3.792,56.431,BTG2;EPB41;MGST3;NEK7;SLC2A1;HTRA2;MBOAT2;SLC30A1;SLC30A10;ADIPOR1;PPOX;TENT5C;RAP1GAP;RHD;ADD2;SPTA1;SELENBP1;TAL1;UROD;TRIM58;YPEL5;ERMAP;RHCE
RNA self-attention,1,C1,679,MSigDB_Hallmark_2020,Myc Targets V1,20/200,1.661e-05,3.820e-04,3.227,35.518,PABPC4;RPL22;ODC1;CAD;CTPS1;ILF2;SRM;PPM1G;XPO1;PSMB2;YWHAQ;PCBP1;SERBP1;USP1;SNRPG;MRPL9;CCT7;TARDBP;ACP1;CCT4
RNA self-attention,1,C1,679,MSigDB_Hallmark_2020,E2F Targets,17/200,4.940e-04,7.575e-03,2.686,20.445,CDKN2C;RRM2;AK2;CDCA8;RPA2;CTPS1;SMC6;POLE4;XPO1;MSH2;NASP;UBE2T;STMN1;DEPDC1;USP1;KIF2C;LBR
RNA self-attention,1,C1,679,MSigDB_Hallmark_2020,Adipogenesis,16/200,1.361e-03,1.044e-02,2.510,16.564,SLC66A3;CDKN2C;MGST3;PTGER3;ATL2;AK2;SDHC;SDHB;PPM1B;SCP2;CMPK1;SUCLG1;PREB;ACADM;DRAM2;MAP4K3
RNA self-attention,1,C1,679,MSigDB_Hallmark_2020,mTORC1 Signaling,16/200,1.361e-03,1.044e-02,2.510,16.564,NIBAN1;ACTR2;RAB1A;BTG2;RRM2;PNO1;NFYC;SLC2A1;CACYBP;AK4;DHCR24;ENO1;MLLT11;RIT1;PRDX1;PHGDH
RNA self-attention,1,C1,679,MSigDB_Hallmark_2020,Glycolysis,16/200,1.361e-03,1.044e-02,2.510,16.564,B4GALT2;MDH1;SDC3;GFPT1;COG2;AKR1A1;SDHC;AK4;ENO1;CENPA;GALE;UGP2;NASP;STMN1;DEPDC1;QSOX1
RNA self-attention,1,C1,679,MSigDB_Hallmark_2020,Pperoxisome,10/104,2.826e-03,1.621e-02,3.057,17.944,FDPS;SCP2;MSH2;PRDX1;PEX11B;DHCR24;CTPS1;ITGB1BP1;BCL10;PEX13
RNA self-attention,1,C1,679,MSigDB_Hallmark_2020,Fatty Acid Metabolism,13/158,2.907e-03,1.621e-02,2.581,15.077,FH;MDH1;ODC1;SDHC;DHCR24;HSD17B7;PRDX6;CRYZ;HADHB;UROD;SUCLG1;ACADM;S100A10
RNA self-attention,1,C1,679,MSigDB_Hallmark_2020,G2-M Checkpoint,15/200,3.524e-03,1.621e-02,2.337,13.198,STIL;CDKN2C;ODC1;RPA2;CDC7;CENPA;UCK2;SFPQ;XPO1;NASP;EXO1;STMN1;KIF2C;NEK2;LBR
RNA self-attention,1,C1,679,MSigDB_Hallmark_2020,Oxidative Phosphorylation,15/200,3.524e-03,1.621e-02,2.337,13.198,MRPS15;FH;MDH1;ATP5PB;MGST3;HTRA2;SDHC;SDHB;UQCRH;HADHB;HADHA;MFN2;NDUFS2;SUCLG1;ACADM
RNA self-attention,2,,510,GO_Biological_Process_2023,Detection Of Chemical Stimulus Involved In Sensory Perception Of Smell (GO:0050911),16/139,5.344e-07,6.635e-04,5.100,73.651,OR10J1;OR10K1;OR2L8;OR6K3;OR2G3;OR2G2;OR2M7;OR13G1;OR2T29;OR2M4;OR2M3;OR2L2;OR6P1;OR2T1;OR2W3;OR2L13
RNA self-attention,2,,510,GO_Biological_Process_2023,Detection Of Chemical Stimulus Involved In Sensory Perception (GO:0050907),16/141,6.495e-07,6.635e-04,5.018,71.487,OR10J1;OR10K1;OR2L8;OR6K3;OR2G3;OR2G2;OR2M7;OR13G1;OR2T29;OR2M4;OR2M3;OR2L2;OR6P1;OR2T1;OR2W3;OR2L13
RNA self-attention,2,,510,GO_Cellular_Component_2023,Cornified Envelope (GO:0001533),8/41,7.709e-06,1.495e-03,9.396,110.622,SPRR2E;SPRR3;SPRR2G;PKP1;SPRR2A;SPRR2B;RPTN;LCE1D
RNA self-attention,2,,510,Reactome_2022,Formation Of Cornified Envelope R-HSA-6809371,16/74,4.359e-11,3.260e-08,10.851,258.872,SPRR2E;SPRR3;SPRR2G;LCE3E;LCE1D;LCE3C;LCE2C;LCE3D;LCE3A;LCE2A;LCE6A;PKP1;LELP1;SPRR2A;SPRR2B;RPTN
RNA self-attention,2,,510,Reactome_2022,Keratinization R-HSA-6805567,16/208,9.166e-05,3.428e-02,3.255,30.267,SPRR2E;SPRR3;SPRR2G;LCE3E;LCE1D;LCE3C;LCE2C;LCE3D;LCE3A;LCE2A;LCE6A;PKP1;LELP1;SPRR2A;SPRR2B;RPTN
RNA self-attention,3,,334,GO_Cellular_Component_2023,Connexin Complex (GO:0005922),4/18,1.942e-04,3.086e-02,17.015,145.415,GJC2;GJB4;GJA5;GJB5
RNA self-attention,3,,334,GO_Cellular_Component_2023,Gap Junction (GO:0005921),4/21,3.652e-04,3.086e-02,14.010,110.891,GJC2;GJB4;GJA5;GJB5
RNA self-attention,4,,184,GO_Cellular_Component_2023,Endopeptidase Complex (GO:1905369),3/14,2.588e-04,3.364e-02,29.842,246.479,CASP9;COLEC11;FCN3
RNA self-attention,4,,184,KEGG_2021_Human,Starch and sucrose metabolism,4/36,3.244e-04,4.737e-02,13.739,110.370,AMY2A;AGL;AMY1C;PGM1
RNA self-attention,4,,184,Reactome_2022,Complement Cascade R-HSA-166658,5/55,1.496e-04,4.774e-02,11.042,97.258,C1QA;COLEC11;FCN3;CFHR1;CFHR5
RNA self-attention,4,,184,Reactome_2022,Creation Of C4 And C2 Activators R-HSA-166786,3/14,2.588e-04,4.774e-02,29.842,246.479,C1QA;COLEC11;FCN3
